0 44 0 0 178
37 44 0 0 102
0 37 0 0 97
38 41 0 1 119
0 38 0 1 178
0 41 0 1 58
60 82 0 2 195
61 82 0 2 112
60 61 0 2 113
65 88 0 3 73
66 88 0 3 29
65 66 0 3 18
67 68 0 4 53
67 91 0 4 28
68 91 0 4 49
16 118 0 5 17
16 119 0 5 10
118 119 0 5 22
119 120 0 6 9
15 119 0 6 10
15 120 0 6 7
14 15 1 7 -1
14 120 0 7 8
13 14 1 8 -1
13 120 0 8 12
90 120 0 9 15
90 119 0 9 26
15 16 1 10 -1
91 92 0 11 49
91 121 0 11 16
92 121 0 11 35
120 121 0 12 16
13 121 0 12 14
121 122 0 13 35
12 121 0 13 14
12 122 0 13 37
12 13 1 14 -1
90 91 0 15 28
91 120 0 15 16
17 118 0 17 21
16 17 1 17 -1
49 65 0 18 60
49 66 0 18 32
89 117 0 19 24
88 89 0 19 29
88 117 0 19 23
18 117 0 20 62
17 18 1 20 -1
17 117 0 20 21
117 118 0 21 24
89 119 0 22 26
89 118 0 22 24
88 116 0 23 65
116 117 0 23 62
66 67 0 25 27
50 67 0 25 53
50 66 0 25 32
89 90 0 26 30
67 90 0 27 28
66 90 0 27 30
66 89 0 29 30
52 53 0 31 137
41 53 0 31 141
41 52 0 31 59
49 50 0 32 48
69 92 0 33 46
92 93 0 33 39
69 93 0 33 38
122 123 0 34 36
93 123 0 34 44
93 122 0 34 39
92 122 0 35 39
11 123 0 36 41
11 122 0 36 37
11 12 1 37 -1
93 94 0 38 44
69 94 0 38 57
95 124 0 40 127
94 95 0 40 122
94 124 0 40 45
10 11 1 41 -1
10 123 0 41 42
10 124 0 42 43
123 124 0 42 45
9 10 1 43 -1
9 124 0 43 123
94 123 0 44 45
68 69 0 46 51
68 92 0 46 49
39 40 0 47 100
39 49 0 47 89
40 49 0 47 48
40 50 0 48 52
51 68 0 50 51
50 51 0 50 52
50 68 0 50 53
51 69 0 51 56
40 51 0 52 55
52 70 0 54 137
52 69 0 54 56
69 70 0 54 57
41 51 0 55 59
40 41 0 55 58
51 52 0 56 59
70 94 0 57 122
0 40 0 58 97
48 49 0 60 89
48 65 0 60 70
84 112 0 61 109
112 113 0 61 86
84 113 0 61 83
18 116 0 62 67
20 21 1 63 -1
20 115 0 63 69
21 115 0 63 79
115 116 0 64 66
87 116 0 64 65
87 115 0 64 71
87 88 0 65 73
19 116 0 66 67
19 115 0 66 69
18 19 1 67 -1
86 115 0 68 71
86 114 0 68 76
114 115 0 68 79
19 20 1 69 -1
64 65 0 70 72
48 64 0 70 92
86 87 0 71 75
65 87 0 72 73
64 87 0 72 75
63 64 0 74 92
63 86 0 74 81
64 86 0 74 75
85 114 0 76 84
85 86 0 76 81
22 113 0 77 80
23 113 0 77 86
22 23 1 77 -1
21 114 0 78 79
22 114 0 78 80
21 22 1 78 -1
113 114 0 80 84
63 85 0 81 88
24 112 0 82 85
23 24 1 82 -1
23 112 0 82 86
84 85 0 83 88
85 113 0 83 84
111 112 0 85 109
24 111 0 85 105
44 46 0 87 180
45 46 0 87 98
44 45 0 87 102
63 84 0 88 95
39 48 0 89 94
46 61 0 90 113
61 62 0 90 107
46 62 0 90 91
47 62 0 91 96
46 47 0 91 98
48 63 0 92 93
47 48 0 93 94
47 63 0 93 96
39 47 0 94 101
62 63 0 95 96
62 84 0 95 103
37 40 0 97 100
45 47 0 98 101
37 39 0 99 100
37 45 0 99 102
39 45 0 99 101
62 83 0 103 107
83 84 0 103 106
110 111 0 104 108
25 110 0 104 115
25 111 0 104 105
24 25 1 105 -1
83 111 0 106 108
84 111 0 106 109
61 83 0 107 112
83 110 0 108 111
27 110 0 110 116
26 27 1 110 -1
26 110 0 110 115
82 110 0 111 114
82 83 0 111 112
46 60 0 113 174
82 109 0 114 193
109 110 0 114 116
25 26 1 115 -1
27 109 0 116 196
38 42 0 117 119
42 43 0 117 140
38 43 0 117 179
72 98 0 118 145
73 98 0 118 163
72 73 0 118 144
41 42 0 119 141
70 95 0 120 122
71 95 0 120 126
70 71 0 120 139
95 125 0 121 127
125 126 0 121 131
95 126 0 121 129
9 125 0 123 125
124 125 0 123 127
8 125 0 124 125
7 8 1 124 -1
7 125 0 124 131
8 9 1 125 -1
95 96 0 126 129
71 96 0 126 134
97 127 0 128 155
96 97 0 128 132
96 127 0 128 133
96 126 0 129 133
6 7 1 130 -1
6 126 0 130 153
7 126 0 130 131
72 97 0 132 145
72 96 0 132 134
126 127 0 133 153
71 72 0 134 138
55 74 0 135 142
74 75 0 135 166
55 75 0 135 175
53 54 0 136 143
42 54 0 136 146
42 53 0 136 141
53 70 0 137 139
53 72 0 138 143
53 71 0 138 139
42 55 0 140 146
43 55 0 140 172
55 73 0 142 147
73 74 0 142 148
54 72 0 143 144
54 73 0 144 147
97 98 0 145 151
54 55 0 146 147
73 99 0 148 163
74 99 0 148 167
99 129 0 149 160
98 99 0 149 163
98 129 0 149 154
5 127 0 150 152
5 128 0 150 157
127 128 0 150 155
97 128 0 151 155
98 128 0 151 154
5 6 1 152 -1
6 127 0 152 153
128 129 0 154 156
4 129 0 156 159
4 128 0 156 157
4 5 1 157 -1
3 129 0 158 159
3 130 0 158 165
129 130 0 158 160
3 4 1 159 -1
99 130 0 160 164
100 131 0 161 162
131 132 0 161 170
100 132 0 161 209
100 130 0 162 164
130 131 0 162 168
99 100 0 164 167
2 130 0 165 169
2 3 1 165 -1
75 100 0 166 204
74 100 0 166 167
1 131 0 168 171
1 130 0 168 169
1 2 1 169 -1
36 132 0 170 214
36 131 0 170 171
1 36 1 171 -1
55 56 0 172 175
43 56 0 172 188
30 107 0 173 203
29 30 1 173 -1
29 107 0 173 202
46 58 0 174 180
58 60 0 174 184
56 75 0 175 207
60 80 0 176 191
59 60 0 176 184
59 80 0 176 183
57 58 0 177 181
57 59 0 177 189
58 59 0 177 184
38 44 0 178 179
43 44 0 179 182
44 58 0 180 181
44 57 0 181 182
43 57 0 182 188
59 79 0 183 186
79 80 0 183 200
77 78 0 185 219
78 79 0 185 220
77 79 0 185 186
59 77 0 186 189
56 76 0 187 207
57 76 0 187 190
56 57 0 187 188
57 77 0 189 190
76 77 0 190 219
