-2.547844e-02 -2.945471e+00 1.000000e+01
-1.018605e+00 2.918928e+00 1.000000e+01
4.151857e-01 -1.622048e+01 1.000000e+01
1.597906e+01 1.495460e+00 1.000000e+01
1.157932e+01 1.139086e+01 1.000000e+01
2.340961e+01 9.534863e+00 1.000000e+01
2.102745e+01 1.387045e+01 1.000000e+01
2.122649e+01 1.484974e+01 1.000000e+01
1.830974e+01 1.833703e+01 1.000000e+01
1.806805e+01 1.214052e+01 1.000000e+01
2.372112e+01 1.106457e+01 1.000000e+01
1.251175e+01 1.627324e+01 1.000000e+01
1.726098e+01 1.831344e+01 1.000000e+01
1.290346e+01 2.143867e+01 1.000000e+01
1.505602e+01 2.147731e+01 1.000000e+01
1.638431e+01 1.268182e+01 1.000000e+01
1.521179e+01 1.593195e+01 1.000000e+01
2.575393e+01 6.905181e+00 1.000000e+01
1.270559e+01 1.398958e+00 1.000000e+01
2.049997e+01 2.982380e+00 1.000000e+01
2.621758e+01 2.274503e+00 1.000000e+01
2.477236e+01 4.518979e+00 1.000000e+01
2.046886e+01 7.863144e+00 1.000000e+01
2.168228e+01 -2.332950e-01 1.000000e+01
2.151072e+01 4.319307e+00 1.000000e+01
1.185338e+01 5.746652e+00 1.000000e+01
1.897711e+01 8.394526e+00 1.000000e+01
1.478441e+01 6.980045e+00 1.000000e+01
1.389098e+01 1.083595e+01 1.000000e+01
1.711222e+01 3.016138e+00 1.000000e+01
1.601158e+01 6.517753e+00 1.000000e+01
-1.246436e+00 8.389268e+00 1.000000e+01
1.115724e+01 3.703673e+00 1.000000e+01
6.741446e+00 1.581003e+01 1.000000e+01
7.215176e+00 2.097985e+01 1.000000e+01
1.119513e+01 1.870332e+01 1.000000e+01
8.125158e+00 2.365866e+01 1.000000e+01
1.113717e+01 2.388783e+01 1.000000e+01
3.555506e+00 1.687105e+01 1.000000e+01
8.616245e+00 1.887035e+01 1.000000e+01
-1.163629e+00 2.059426e+01 1.000000e+01
6.787805e+00 2.536494e+01 1.000000e+01
2.997774e+00 2.505015e+01 1.000000e+01
2.273082e+00 2.580830e+01 1.000000e+01
3.694655e+00 2.047011e+01 1.000000e+01
2.685673e+00 2.141556e+01 1.000000e+01
7.426699e+00 1.416913e+01 1.000000e+01
6.660821e+00 9.007096e-01 1.000000e+01
7.472386e+00 3.080152e+00 1.000000e+01
1.057599e+01 1.361850e+01 1.000000e+01
7.807585e+00 8.585148e+00 1.000000e+01
5.720296e+00 1.137659e+01 1.000000e+01
5.881900e+00 5.625324e+00 1.000000e+01
9.384800e+00 8.628055e+00 1.000000e+01
1.645650e+00 1.317045e+01 1.000000e+01
3.171633e+00 5.831490e+00 1.000000e+01
3.681303e+00 1.121864e+01 1.000000e+01
1.796167e+00 1.574011e+01 1.000000e+01
1.244686e+00 2.894107e+00 1.000000e+01
2.045991e+00 7.843724e+00 1.000000e+01
1.138801e+01 -1.517770e+00 1.000000e+01
1.372488e+01 -1.670787e+01 1.000000e+01
2.504138e+01 -2.765691e-01 1.000000e+01
2.341457e+01 -1.092219e+01 1.000000e+01
2.148125e+01 -5.071069e+00 1.000000e+01
2.042617e+01 -1.967351e+00 1.000000e+01
2.444261e+01 -5.607343e+00 1.000000e+01
2.616202e+01 -2.269041e+00 1.000000e+01
1.975866e+01 -9.583610e+00 1.000000e+01
2.511405e+01 -6.735730e+00 1.000000e+01
1.253226e+01 -3.200524e+00 1.000000e+01
1.940899e+01 -7.148502e+00 1.000000e+01
1.587729e+01 -3.487365e+00 1.000000e+01
1.715182e+01 -1.771405e+00 1.000000e+01
1.385068e+01 -8.579748e+00 1.000000e+01
1.661804e+01 -6.064440e+00 1.000000e+01
1.727625e+01 -1.146028e+01 1.000000e+01
1.858670e+01 -1.860917e+01 1.000000e+01
2.146822e+01 -1.502076e+01 1.000000e+01
2.266133e+01 -1.116115e+01 1.000000e+01
1.955420e+01 -1.560283e+01 1.000000e+01
1.404518e+01 -9.726457e+00 1.000000e+01
1.530148e+01 -2.183366e+01 1.000000e+01
1.387475e+01 -1.544239e+01 1.000000e+01
